numero_de_dossier,annee_budgetaire,nom_beneficiaire,numero_siret,objet_du_dossier,montant_vote,direction,nature_de_la_subvention,secteurs_d_activites_definies_par_l_association
2024_05161,2024,COMPAGNIE AIR DE DANSE,52288800000000.0,Mois parisien du handicap - ville de Paris,4000.0,DSOL,Fonctionnement,none
2024_05825,2024,KOLNOAH,80953200000000.0,Festival du cinéma Israélien de Paris 2024,2000.0,DGRI,Projet,none
2024_09032,2024,LES AMIS DE LA PLACE CLICHY,92324200000000.0,FAL 17 Animation d'une Rue Biot festive dans le cadre du Festival Mix!Cité Place Clichy,500.0,DDCT,Fonctionnement,none
2024_09211,2024,SOCIETE ASTRONOMIQUE DE FRANCE,78430900000000.0,Les montreurs d'étoiles,2000.0,DAE,Indéterminée,none
2023_02744,2023,ARTISANS DE BELLEVILLE,84861700000000.0,Journées de l'Artisanat à Belleville,3000.0,DAE,Fonctionnement,['culture & arts']
2023_00150,2023,AYYEM ZAMEN LE TEMPS JADIS,43379900000000.0,"Subvention de fonctionnement cafés sociaux, domiciles partagés et équipe mobile (DDCT-SEII/DASES)",70000.0,DDCT,Projet,['social']
2023_07281,2023,BRASSERIE ASSOCIATIVE DES REGARDS,89866600000000.0,Alimentation Durable 2023/EcoAlim23,30000.0,DAE,Investissement,['loisirs']
2023_00264,2023,ECOLE DES GRANDS PARENTS EUROPEENS EGPE,39849400000000.0,"Les grands-parents, des seniors au coeur des solidarités intergénérationnelles",3000.0,DSOL,Fonctionnement,['education & formation']
2023_08381,2023,CALLIOPE - CITÉ DES ARTS DE LA PAROLE ET DU BIEN DIRE,83759200000000.0,LES IMPROMPTUS,1000.0,DDCT,Projet,['culture & arts']
2023_07506,2023,GBOBÈTÔ,84327000000000.0,"Projet ""Énergie Verte¿",1500.0,DGRI,Projet,['précarité & exclusion']
2024_00059,2023,COMITE DEPARTEMENTAL DE ROLLER ET SKATEBOARD DE PARIS,44822100000000.0,PARIS SPORTIVES 2023,4000.0,DJS,Fonctionnement,['sport']
2023_01898,2023,COMITE DEPARTEMENTAL HANDISPORT DE PARIS CDHP 75,45088900000000.0,Développement des activités Handisport surParis (38 disciplines de compétition et deloisirs),30000.0,DJS,Fonctionnement,['sport']
2023_05428,2023,LA RUSE,79495200000000.0,Aide à la diffusion d'oeuvres du spectacle vivant / P.I.E.D.#format de poche - mars23/SV23DIF1,6000.0,DAC,Projet,['culture & arts']
2023_06323,2023,EXPONENTIELLE,42393400000000.0,soutien à la sensibilisation au handicap auprès des parisiens,2000.0,DAC,Fonctionnement,['culture & arts']
2023_06338,2023,FRANCE HORIZON,77566700000000.0,Subvention d'équipement / Crèche rue Haxo,241662.0,DFPE,Investissement,['social']
2023_10003,2023,NUMÉRISONS LA CONSTRUCTION DURABLE,92354500000000.0,PARISFABRIK,40400.0,DAE,Projet,['technique & recherche']
2023_03668,2023,GLASSBOX,41970700000000.0,Acompte 2023 DAC,5000.0,DAC,Fonctionnement,['culture & arts']
2023_11081,2023,INSTITUT OUÏGHOUR D'EUROPE,53197700000000.0,"Interventions sur la situation ouïghoure dans les collèges, lycées et universités",1000.0,DGRI,Projet,['sport']
2023_09953,2023,THEATRE DE LA SUSPENSION,81325700000000.0,Aide à la résidence artistique et culturelle dans le domaine du spectacle vivant (hors musique),11000.0,DAC,Projet,['culture & arts']
2024_10845,2024,ASSOCIATION DES ENTREPRISES DU QUARTIER ASIATIQUE PARIS 13 EME (ENTREPRISES 13),75163000000000.0,E13 - L'avenue aux fresques 2024 - Dossier de Subvention,36000.0,DPE,Investissement,none
2024_07317,2024,CENTRE D'INTERVENTION THÉRAPEUTIQUE ET D'ACCOMPAGNEMENT FAMILLE ET PROFESSIONNEL,48896100000000.0,"Espaces de Rencontre CIThéA Paris 5, 11, 13, 15",40000.0,DFPE,Indéterminée,none
2024_04586,2024,FLAG !,49495400000000.0,Application FLAG! Dispositif en Lieu sûr - Formation PM,13000.0,DDCT,Projet,none
2024_08492,2024,JAZZIN'TRANSLATION,79409300000000.0,Diffusion spectacle AFRICAN ROOTS - INK,6000.0,DAC,Projet,none
2022_02296,2022,ASSOCIATION CHAMPIONNET,77569300000000.0,"Organisation d'événements, de marchés solidaires et d'expositions par l'ESAT Ménilmontant",5000.0,DSOL,Fonctionnement,none
2023_07047,2023,ABINSPIRES,90169000000000.0,mairie du 9e - FAL,500.0,DDCT,Fonctionnement,['culture & arts']
2024_07872,2024,PEACE BRIGADES INTERNATIONAL SECTION FRANCAISE,44777000000000.0,Accompagnement et protection des défenseur·e·s des droits humains au Mexique,4000.0,DGRI,Projet,none
2024_00980,2024,SILVER GEEK,83809000000000.0,Développement d'actions Esport pour les séniors en lien avec Paris 2024,25000.0,DJS,Projet,none
2024_10139,2024,SOS MEDITERRANEE FRANCE (SOS MEDITERRANEE),81374400000000.0,Opérations de sauvetage en Méditerranée centrale et actions de sensibilisation à terre,15000.0,DGRI,Fonctionnement,none
2023_01950,2023,ASSOCIATION SPORTIVE ARNOLD NETTER,42842600000000.0,Fonctionnement courant de l'Association sportive Arnold Netter (collège Georges Courteline),1500.0,DJS,Fonctionnement,['sport']
2022_01999,2022,DE MONBLEMONT,88481400000000.0,Activités culturelles pour les habitants du quartier Blémont,2000.0,DDCT,Projet,none
2023_01367,2023,COMPAGNIE COROSSOL,39408300000000.0,"L¿imaginaire au service du récit migratoire, une autre façon de prendre la parole",2000.0,DDCT,Projet,['culture & arts']
2023_04153,2023,FESTIVALS LE CHANT DE LA TERRE,90750500000000.0,Edition 2023 du festival Chant de la Terre au JAT René-Dumont+ édition 2024,8000.0,DAC,Fonctionnement,['culture & arts']
2023_10179,2023,HAPPY COURTELINE,81167200000000.0,Illuminations de Noël 2023,1800.0,DAE,Fonctionnement,['vie et animation locale']
2022_04607,2022,LUTECE ECHECS,42437000000000.0,Budget de Fonctionnement,1500.0,DJS,Fonctionnement,none
2022_08545,2022,MUSIQUES ET CULTURES DIGITALES,49313100000000.0,OPEN SOURCE BODY,5000.0,DAC,Fonctionnement,none
2022_07405,2022,OFFICE DU MOUVEMENT SPORTIF DU XVIE ARRONDISSEMENT,32082500000000.0,Subvention au titre du Fonds d'Animation Locale du 16ème,1300.0,DDCT,Fonctionnement,none
2023_02074,2023,COMITE DEPARTEMENTAL DE PARIS DE LA FEDERATION SPORTIVE ET GYMNIQUE DU TRAVAIL,784778797.0,Convention de partenariat,70000.0,DJS,Fonctionnement,['sport']
2023_10458,2023,LES PIEDS TENDRES,34850700000000.0,travaux pour remplacement de la chaudière,2651.0,DFPE,Investissement,['education & formation']
2023_10832,2023,COMPAGNIE VARSORIO,44116600000000.0,"CPO - COMPAGNIE VARSORIO - THÉÂTRE, MASQUES ET LIEN SOCIAL",2000.0,DDCT,Projet,['culture & arts']
2023_03805,2023,MEDECINS DE L'IMAGINAIRE,47882400000000.0,L¿art-thérapie = un allié puissant pour les enfants-ados & adultes lors de maladie grave/chronique,5000.0,DSP,Projet,['social']
2023_02581,2023,CREAT'EO IDF,81434400000000.0,"""CREAT'EO DÉCOUVRE PARIS""/ THÉMATIQUES :DÉCOUVERTE",2000.0,DPMP,Projet,['education & formation']
2022_09285,2022,SAP COMPETENCES,81538600000000.0,STAIPP ¿ Sourcer des Talents d'Aide à domicile les Préparer et les Professionnaliser,37000.0,DAE,Fonctionnement,none
2022_05367,2022,SOLEIL BLAISE,48155500000000.0,CPO SEPLEX - Lien social,2000.0,DDCT,Projet,none
2022_04111,2022,ASSOCIATION DES PARENTS D'ENFANTS DEFICIENTS VISUELS,30300000000000.0,Demande de subvention de fonctionnement  2022 secteur du handicap Association des parents d¿enfants,3000.0,DSOL,Fonctionnement,none
2023_00977,2023,POINTS OF VIEW,90305000000000.0,Animation d'ateliers de débat en faveur des 16-25 ans issus des QPV,2500.0,DDCT,Projet,['education & formation']
2023_08261,2023,"WOMEN ENGAGE FOR A COMMON FUTURE, FRANCE (WECF)",50457300000000.0,Actions de sensibilisation et de plaidoyer à la santé-environnement à Paris,15000.0,DSP,Projet,['education & formation']
2022_04603,2022,CRECHE PARENTALE DU SENTIER,51811800000000.0,"Subvention de fonctionnement 2022 pour la crèche parentale du Sentier ""les petits pois""",55805.0,DFPE,Fonctionnement,none
2022_03757,2022,ATELIER SAINT MARTIN,33245500000000.0,Printemps des cimetières,850.0,DEVE,Projet,none
2022_03664,2022,LA CLOCHE,80926700000000.0,Soutien à La Cloche Ile de France,40000.0,DSOL,Fonctionnement,none
2022_04140,2022,EXPONENTIELLE,42393400000000.0,"aide à la diffusion, projet sensibilisation au handicap",3000.0,DSOL,Fonctionnement,none
2022_07609,2022,LE JARDIN DES ROOS,89877600000000.0,Fonctionnement courant de l'association  LE JARDIN DES ROOS pour 2022,15600.0,DFPE,Fonctionnement,none
2022_00323,2022,FEMMES SOLIDAIRES,42266000000000.0,L¿EGALITE FEMMES/HOMMES  LA LUTTE CONTRE LES STEREOTYPES SEXISTES #GENERATIONNONSEXISTE,15000.0,DDCT,Projet,none
2022_08083,2022,LES CHAMPS DE BOOZ,44926100000000.0,SUBVENTION DE FONCTIONNEMENT POUR NOS HEBERGEMENTS FEMMES SEULES DEMANDEUSES D ASILE,15000.0,DSOL,Fonctionnement,none
2022_02652,2022,FRANCE HORIZON,77566700000000.0,subvention de fonctionnement 2022Les Kyklos 1 avenue Claude Vellefaux 75010 Paris,174194.0,DFPE,Fonctionnement,none
2022_05861,2022,LOUISE ROSIER,83120700000000.0,TAP2022-23 - Bien manger pour bien grandir,48960.0,DASCO,Projet,none
2023_00421,2022,JEUNESSE ATHLETIQUE DE MONTROUGE,34488000000000.0,Sport séniors,2800.0,DJS,Fonctionnement,none
2022_02920,2022,L'ACTION EDUCATIVE ET SOCIALE DES JEUNES JEUNESSE ET AVENIR,77567600000000.0,"Compensatrice de Loyers pour les activités, Action Natation Sauvetage dans les milieux difficiles",9000.0,DJS,Fonctionnement,none
2023_09640,2023,ARC - EQUIPES D'AMITIES (ARC-EA),77566200000000.0,"Sensibilisation, formation au repérage de jeunes victimes de prostitution via les réseaux sociaux",16614.0,DSOL,Fonctionnement,['social']
2022_07026,2022,PASSAGES,48874500000000.0,Aide à la résidence artistique et culturelle dans le domaine du spectacle vivant,8000.0,DAC,Projet,none
2023_05908,2023,DEMAIN EN MAIN,41519900000000.0,CPO SPV-Créer ensemble pour vivre ensemble dans le quartier fontaine au roi,2000.0,DDCT,Projet,['culture & arts']
2022_03672,2022,LES AMIES ET AMIS DE LA COMMUNE DE PARIS - 1871,41941100000000.0,PDC2022Financement d'un spectacle théâtral suivi d'une promenade communarde dans les cimetières,500.0,DEVE,Projet,none
2024_06574,2024,3027 (TROIS MILLE VINGT SEPT),84049500000000.0,Activités artistiques et culturelles solidaires,6000.0,DAC,Fonctionnement,['culture & arts']
2022_01856,2022,L'OISEAU A LUNETTES,80172200000000.0,IMAGES ET FOOT Décryptage des images à partir de documents audiovisuels liés au foot-VVV 2022,2000.0,DPMP,Projet,none
2023_09923,2023,ENSEMBLE CALLIOPEE,43348600000000.0,Aide à la résidence/MU23DIF2,9000.0,DAC,Projet,['culture & arts']
2023_03671,2023,HALLE SAINT PIERRE,33457100000000.0,Acompte 2023 DAC,200000.0,DAC,Fonctionnement,['culture & arts']
2023_10120,2023,L?ASSOCE,78943200000000.0,AAPCS2023 - Les mercredis du Ludolab : le numérique à portée de corps,7000.0,DAE,Projet,['culture & arts']
2024_08400,2024,JRS FRANCE - SERVICE JESUITE DES REFUGIES,51823800000000.0,"Améliorer l'accueil, renforcer le parcours d'intégration des demandeurs d'asile et réfugiés à Paris",30000.0,DSOL,Fonctionnement,['social']
2024_06252,2024,AMICALE NATIONALE DES DEPORTES ET FAMILLES DE DISPARUS DE MAUTHAUSEN ET SES KOMMANDOS AMICALE DE MAUTHAUSEN,78426300000000.0,Numérisation et archivage numérique des Archives de l¿Amicale de Mauthausen 1945- 2020,5000.0,DAC,Projet,none
2024_03751,2024,POUR AINSI DIRE ...,40998000000000.0,LES METAMORPHOSES D'ALICE,5000.0,DAC,Projet,['culture & arts']
2024_05107,2024,CAP SPORT ART AVENTURE ET AMITIE CAP SAAA,42912400000000.0,CAP SPORT : Basket et rugby fauteuil / basket et athlétisme adapté,50000.0,DJS,Projet,none
2024_04614,2024,CLIT REVOLUTION,85322700000000.0,Demande financement Clit Révolution ciné club Tonnerre,3000.0,DAC,Fonctionnement,none
2024_06635,2024,GROUPE D'ENTRAIDE REGIONAL POUR MIEUX APPRENDRE ENSEMBLE,78441400000000.0,CPO - GERMAE - ATELIERS DE COMMUNICATION ORALE ET ECRITE POUR ADULTES IMMIGRES -GERMAE PARIS 19ème,1000.0,DDCT,Indéterminée,['education & formation']
2023_04657,2023,MUSIQUE EN MOUVEMENT,39500200000000.0,Subvention de Fonctionnement,3000.0,DAC,Fonctionnement,['culture & arts']
2024_05609,2024,ASSOCIATION NATIONALE POUR LA PROMOTION ET LE DEVELOPPEMENT DE LA LANGUE FRANÇAISE PARLEE COMPLETEE ALPC,32648100000000.0,Soutien au projet global de l'ALPC,8000.0,DSOL,Fonctionnement,none
2024_09617,2024,LES ATELIERS D'ARTISTES DE BELLEVILLE LES AAB,39099900000000.0,Bloche 2024 ¿ 19e,1500.0,DAC,Indéterminée,['culture & arts']
2024_09209,2024,ASSOCIATION POUR LE DEVELOPPEMENT DES PARCOURS DES SCIENCES DITE PARCOURS DES SCIENCES,42055300000000.0,Festival Promenades scientifiques 5ème édition,2000.0,DAE,Indéterminée,none
2024_02932,2024,LES PETITS LARDONS,39536700000000.0,Budget prévisionnel 2024,31084.0,DFPE,Fonctionnement,['education & formation']
2024_07584,2024,COMPAGNIE SANS EDULCORANT,44086300000000.0,APPEL À PROJETS N° TAP2024,4985.0,DASCO,Fonctionnement,none
2024_04517,2024,CURIAL BOXING TEAM,53525000000000.0,SCHOOL BOXE,2500.0,DASCO,Fonctionnement,none
2024_03056,2024,RETOUR D'IMAGE,45371300000000.0,Retour d'image - Cinéma et handicap 2024,5000.0,DAC,Fonctionnement,['culture & arts']
2023_09081,2023,TOUT LE MONDE DEHORS !,50238100000000.0,Crédits Bloche 2023,2000.0,DAC,Projet,['loisirs']
2024_10915,2024,PHARE ENFANTS-PARENTS ASSOCIATION POUR L'HARMONIE DES RELATIONS ENFANTS- PARENTS,42497200000000.0,"Santé mentale des jeunes :  Point Ecoute Jeunes au collège Camille Claudel  Paris 13éme, Favoriser l",2000.0,DSP,Projet,none
2023_08451,2023,YA FOUEI,44225900000000.0,"Collèges pour l¿égalité, session 2023-2024",5000.0,DDCT,Projet,['culture & arts']
2022_02858,2022,ADJ 11,85085800000000.0,Fête de quartier Beauharnais,2000.0,DJS,Projet,none
2022_09923,2022,TRIBUDOM,44424900000000.0,co-financement poste adulte relais réf 075 16 R0020 01,3525.0,DDCT,Fonctionnement,none
2022_08333,2022,ZZ SPECTACLES,49028700000000.0,Renaissance Porte Montmartre,1500.0,DDCT,Projet,none
2024_01231,2024,NAUSICAA ASEL AMICALE DE SPORT ET DE LOISIRS,40897800000000.0,Soutien aux frais de fonctionnement d'une association sportive de quartier,600.0,DJS,Fonctionnement,none
2023_06520,2023,COLLECTIF L'ART AU QUOTIDIEN,45048000000000.0,"Subvention de fonctionnement pour la gestion de l'installation Sur le chemin... à Paris, la nuit",7000.0,DDCT,Fonctionnement,none
2023_05729,2023,FLASHMODE PARIS,83319800000000.0,Organisation de l¿OPEN MODE 6,2000.0,DAE,Fonctionnement,['culture & arts']
2023_10234,2023,INSTITUT EL MARHOMY,40420400000000.0,Projet Sport et décrochage scolaire avec l'AREP,3300.0,DDCT,Projet,['sport']
2024_00067,2023,L'ACCÉLÉRATEUR PARISIEN D'INNOVATION LOCALE POUR L'EMPLOI,89919200000000.0,Soutenir et accélérer la mise en œuvre de l'expérimentation TZCLD à Paris,210000.0,DAE,Fonctionnement,['vie et animation locale']
2023_02378,2023,MAMAMA,88342600000000.0,Distribution de colis solidaires pour des nourrissons en situation d¿urgence alimentaire et leur mèr,15000.0,DSOL,Fonctionnement,['social']
2023_07398,2023,SEIZIEM'ART,51946700000000.0,Fonctiont courant de l'association 2023 Enveloppe Bloche,1500.0,DAC,Fonctionnement,['culture & arts']
2023_04847,2023,SORB'OUT,89762500000000.0,Kit Asso 2,600.0,DAE,Projet,['education & formation']
2022_06187,2022,ASSOCIATION DES FOYERS DE JEUNES,77568200000000.0,Soutien aux actions du FJT en faveur de l'autonomie des jeunes,35100.0,DJS,Fonctionnement,none
2022_06507,2022,CONSEIL DEPARTEMENTAL DES PARENTS D'ELEVES DE L'ENSEIGNEMENT PUBLIC DE PARIS,78436100000000.0,Subvention compensatrice redevance loyer,32900.0,DASCO,Projet,none
2022_06181,2022,IMAGINES VITAE,88236800000000.0,L¿aide à la création et à la diffusion d¿œuvres,4000.0,DAC,Projet,none
2022_06147,2022,LE CERCLE FSER,84054700000000.0,Declics 2022 : les lycéens rencontrent la science en train de se faireAAPCS2022,6000.0,DAE,Projet,none
2022_06615,2022,LE PETIT BICLOU,85085300000000.0,"Investissement, équipement d'un local d'autoréparation de vélos destiné à la DVD",4000.0,DVD,Investissement,none
2024_01137,2024,BANQUE ALIMENTAIRE DE PARIS ET D'ILE-DE-FRANCE POUR LA LUTTE CONTRE LA FAIM,34473200000000.0,Apporter une aide alimentaire aux personnes les plus démunies de Paris,50000.0,DSOL,Fonctionnement,['précarité & exclusion']
2024_02430,2024,LE DANUBE PALACE,50164300000000.0,CPO-CULTURES CROISEES ET CULTURE PHYSIQUE,5000.0,DDCT,Projet,['culture & arts']
2022_03856,2022,"ART, CULTURE ET FOI PARIS",47931900000000.0,Art Culture et Foi / Paris - Patrimoine,12500.0,DAC,Fonctionnement,none
2022_03790,2022,TENNIS CLUB DU XIII TC XIII,35136200000000.0,subvention fonctionnement CPO 2021-2023,22000.0,DJS,Fonctionnement,none
2023_01804,2023,ASSOCIATION DOJEUNES CLUB,42076700000000.0,20ans soirée des arts martiaux Institut du judo,4000.0,DJS,Fonctionnement,['sport']
2023_08223,2023,FIER-PLAY,92302500000000.0,Maison des Fiertés/IMP-23,10000.0,DDCT,Projet,['sport']
2023_07331,2023,INSTITUT DU TOUT MONDE,49015300000000.0,"Manifestation du 10 Mai, La traversée des Mémoires Paris et Unesco",10000.0,DGOM,Projet,['culture & arts']
2023_03628,2023,PARIS MUSIC,83434100000000.0,Acompte 2023 DAC,25000.0,DAC,Fonctionnement,['culture & arts']
2023_04380,2023,TANDEM REFUGIES,82118200000000.0,DEMANDE de SUBVENTIONpour l¿intégration des réfugiés à Paris,10000.0,DSOL,Fonctionnement,['humanitaire']
2022_00318,2022,ASSOCIATION SPORTIVE DU COLLEGE YVONNE LE TAC,51822500000000.0,Subvention Mairie de Paris : fonctionnement courant,1000.0,DJS,Fonctionnement,none
2024_06756,2024,"ASSOCIATION POUR L'HEBERGEMENT, LA PREVENTION, LA REINSERTION SOCIALE ET PROFESSIONNELLE (ALTAIR)",33367500000000.0,Permanence juridique et mise à l'abri dédiées aux personnes en situation de prostitution,25000.0,DDCT,Projet,none
2024_02928,2024,INSTITUT D'ETUDES DE RECHERCHES DE FORMATION EN ACTION SOCIALE,77566500000000.0,Fonctionnement 2024,776064.0,DFPE,Fonctionnement,['culture & arts']
2022_02603,2022,ARTS CONVERGENCES,81188800000000.0,Prix Vidéo Arts Convergences,5000.0,DAC,Projet,none
2022_08727,2022,ASSOCIATION POUR L'ASSISTANCE TOTALE A DOMICILE APATD,40203200000000.0,Fonds d'Animation Locale 19e,700.0,DDCT,Projet,none
2022_05778,2022,CLUBHOUSE FRANCE,52438700000000.0,Accompagner vers l'emploi des personnes souffrant de troubles psychiques via la méthode Clubhouse,18000.0,DSOL,Fonctionnement,none
2022_09497,2022,COMITE DU FAUBOURG SAINT HONORE,39493100000000.0,WINTER TIME 2022,20000.0,DAE,Fonctionnement,none
2024_02770,2024,CRECHE PARENTALE DU MARAIS,37953100000000.0,2024 - Budget Previsionnel,14854.0,DFPE,Fonctionnement,none
2024_08245,2024,ONG INTERNATIONALE DES MÉDECINS ET ACTEURS DE SANTÉ ( MAS-MALI),87880800000000.0,Prevention de l'obésité via l'éducation thérapeutique du patient RECONDUCTION,1000.0,DSP,Projet,none
2024_02628,2024,AS LPO EDGAR QUINET,89906100000000.0,Permettre aux élèves du lycée Edgar Quinet de participer aux activités de l'UNSS.,500.0,DJS,Fonctionnement,['sport']
2024_05345,2024,PARIS BASKET-BALL ASSOCIATION - PBA ASSOCIATION,83509400000000.0,FSF18,500.0,DDCT,Fonctionnement,['sport']
2022_00500,2022,ASSOCIATION POUR LE DEVELOPPEMENT D'UNE DYNAMIQUE DE L'ECONOMIE LOCALE ADDEL,42009000000000.0,Accompagner dans la création d'activité les allocataires du RSA parisiens,93000.0,DASES,Projet,none
2022_02353,2022,MUSIQUE ENSEMBLE 20EME,43368800000000.0,Maintient et développement des cours  et ateliers de pratique amateur pour enfants et adultes,20000.0,DAC,Fonctionnement,none
2022_04337,2022,NOCTAMBULES CITOYENS,89982500000000.0,Promouvoir les valeurs de la nuit et responsabiliser les noctambules.,3000.0,DDCT,Fonctionnement,none
2022_00222,2022,PLANET ROLLER,44750500000000.0,Planet Roller fonctionnement,2000.0,DJS,Fonctionnement,none
2024_10127,2024,INTERNATIONAL WOMEN IN PHOTO,79068500000000.0,Subvention pour les activités culturelles qui soutiennent la voix des femmes par la photo,5000.0,DAC,Fonctionnement,['culture & arts']
2024_03463,2024,LE ROYAL VELOURS,83887300000000.0,L'abolition des privilèges - Aide à la diffusion,7000.0,DAC,Projet,['culture & arts']
2022_06257,2022,AGROF'ILE,82318600000000.0,POUR UNE ALIMENTATION AGROFORESTIERE ACCESSIBLE ET DURABLE,30000.0,DAE,Fonctionnement,none
2024_03051,2023,CENTRE D'ETUDES ET DE MEMOIRE DU JUDAISME,53849100000000.0,"Securité, Protection et Prévention",200000.0,DPMP,Investissement,['culture & arts']
2023_09307,2023,ASSOCIATION NATIONALE DES ETUDIANT.E.S SAGES - FEMMES - ANESF,49176600000000.0,"Développer notre jeu de société: ""Le jeu sous la couette""",2000.0,DDCT,Projet,['education & formation']
